,discoverymethod,st_spectype,pl_bmassj,pl_orbper,hostname,pl_radj
447,Transit Timing Variations,,0.094,7.171,Kepler-414,0.269
448,Transit,,0.0239,56.633742,Kepler-288,0.238
449,Transit,,0.0057,12.5720095,Kepler-1276,0.106
450,Transit,M0 V,0.00642,6.668391,Kepler-252,0.11
451,Transit,,0.0166,47.318218,Kepler-401,0.192
452,Transit,,0.0143,8.306,Kepler-85,0.176
453,Transit,,0.0131,66.5579057,Kepler-1280,0.167
454,Transit,,0.00306,5.341853,Kepler-392,0.089
455,Transit,,0.00537,1.6329,Kepler-185,0.104
456,Transit,,0.00669,2.85313364,Kepler-755,0.112
457,Transit,,0.0145,51.1110243,Kepler-1457,0.178
458,Transit,,0.036,29.33434,Kepler-30,0.348
459,Transit Timing Variations,,0.0242,15.943,Kepler-417,0.24
460,Transit,,0.035,43.8445,Kepler-106,0.228
461,Transit,,0.0147,8.79617863,Kepler-1111,0.178
462,Transit,,0.00809,4.938864,Kepler-187,0.126
463,Transit,,0.0057,23.44281,Kepler-206,0.106
464,Transit,,0.00157,7.415563,Kepler-345,0.066
465,Transit,,0.02,191.2318,Kepler-87,0.548
466,Transit,,0.0092,7.99019627,Kepler-1289,0.136
467,Transit,,0.00201,5.795278,Kepler-353,0.079
468,Transit,,0.00642,9.6051,Kepler-68,0.089
469,Transit,,0.00459,6.186676,Kepler-285,0.1
470,Transit,,0.013,17.738506,Kepler-191,0.166
471,Transit,,0.0121,12.51616,Kepler-366,0.16
472,Transit,,0.00588,53.578637,Kepler-367,0.107
473,Transit,,0.0269,42.5215895,Kepler-1419,0.255
474,Transit,,0.0149,18.6051942,Kepler-1422,0.18
475,Transit,,0.0127,8.1818246,Kepler-825,0.164
476,Transit,,0.0138,22.92881,Kepler-298,0.172
477,Transit,,0.021,18.01621096,Kepler-1307,0.22
478,Transit,,0.0194,4.90332155,Kepler-535,0.211
479,Transit,,0.0222,69.8956,Kepler-1681,0.228
480,Transit,,0.062,11.5789,Kepler-136,0.183
481,Transit,,0.00489,4.385315,Kepler-324,0.102
482,Transit,,0.09,34.921,Kepler-328,0.205
483,Transit,,0.00474,45.348269,Kepler-384,0.101
484,Transit,,0.00909,16.22371307,Kepler-1194,0.135
485,Transit,,0.00678,8.18504949,Kepler-1591,0.113
486,Transit,,0.0106,9.024389,Kepler-400,0.147
487,Transit,,0.0221,11.01816836,Kepler-1211,0.227
488,Transit,,0.00588,7.781987,Kepler-206,0.107
489,Transit,,0.0229,27.434389,Kepler-84,0.232
490,Transit,,0.0128,76.957857,Kepler-1135,0.165
491,Transit,,0.0079,4.37034536,Kepler-1216,0.124
492,Transit,,0.0145,2.03232507,Kepler-1217,0.178
493,Transit,,0.0144,23.198681,Kepler-1336,0.177
494,Transit,,0.00251,8.483,Kepler-1689,0.084
495,Transit,,0.00474,4.148141,Kepler-250,0.101
496,Transit,,0.0175,65.6478424,Kepler-1151,0.198
497,Transit,,0.044,65.6488341,Kepler-1462,0.341
498,Transit,,0.00951,31.1750448,Kepler-1466,0.138
499,Transit,,0.0039,16.2950903,Kepler-1470,0.095
500,Transit,,0.0128,9.48961571,Kepler-641,0.165
501,Transit,,,15.3587684,Kepler-487,1.019
502,Transit,,0.00809,0.68368426,Kepler-1604,0.126
503,Transit,,0.0224,214.886545,Kepler-1549,0.229
504,Transit,,0.00377,2.71603809,Kepler-1594,0.095
505,Transit,,0.0279,82.177374,Kepler-1475,0.261
506,Transit,K4 V,0.00724,2.399964,K2-35,0.118
507,Transit,,0.00899,9.91935684,Kepler-154,0.134
508,Transit,,0.019,11.763051,Kepler-239,0.208
509,Transit,,0.0194,10.687576,Kepler-184,0.211
510,Transit,,0.0211,7.411141,Kepler-713,0.221
511,Transit,,0.0107,22.4764425,Kepler-1418,0.148
512,Transit,,0.013,39.8189932,Kepler-1488,0.166
513,Transit,,0.0191,3.177422,Kepler-121,0.209
514,Transit,,0.049,16.239494,Kepler-248,0.363
515,Transit,,0.0232,56.4159,Kepler-385,0.234
516,Transit,,0.0163,82.304003,Kepler-1504,0.19
517,Transit,,0.0235,23.44971004,Kepler-635,0.236
518,Transit,,131.0,2.0523499,Kepler-718,1.477
519,Transit,,0.0079,12.31043,Kepler-386,0.124
520,Transit,,0.00839,2.93658468,Kepler-1245,0.128
521,Transit,,0.0057,9.10967112,Kepler-953,0.106
522,Transit,,0.0123,12.400047,K2-170,0.161
523,Radial Velocity,,0.0628,34.94,Kepler-20,0.42
524,Transit,,0.00131,13.060022,Kepler-390,0.07
525,Transit,,0.0266,15.65562652,Kepler-599,0.253
526,Transit,,0.0302,15.228958,Kepler-151,0.273
527,Transit,,0.0201,16.007583,Kepler-143,0.215
528,Transit,,,4.08227507,Kepler-723,1.088
529,Transit,,0.0163,8.594805,Kepler-200,0.19
530,Transit,,0.0413,18.49235668,Kepler-582,0.328
531,Transit,,0.00193,1.64422461,Kepler-342,0.079
532,Transit,,0.0187,8.867209,K2-180,0.206
533,Transit,,0.0134,66.373379,Kepler-1596,0.17
534,Transit,M0 V,0.0176,3.340222,Kepler-235,0.199
535,Transit,,0.0117,27.320871,Kepler-347,0.156
536,Transit,,0.0413,16.32976218,Kepler-698,0.328
537,Transit,,0.00317,12.25383217,Kepler-1482,0.09
538,Transit,,0.02297,6.48163,Kepler-109,0.211
539,Transit,,0.0115,16.4735686,Kepler-1608,0.154
540,Transit,,0.0944,80.8720639,Kepler-700,0.534
541,Transit,,0.01,2.37030743,Kepler-1065,0.143
542,Transit,,0.03,5.11177904,Kepler-1518,0.272
543,Transit,,0.0182,7.650254,Kepler-166,0.203
544,Transit,,0.0101,8.70181574,Kepler-1610,0.144
545,Transit,,0.0274,22.36656079,Kepler-689,0.258
546,Transit Timing Variations,,0.31463,30.0,Kepler-160,
547,Transit,,0.0239,3.70598955,Kepler-557,0.238
548,Transit,,0.025,9.926746,Kepler-192,0.244
549,Transit,,0.00972,4.144965,K2-269,0.14
550,Transit,,0.0933,7.74809437,Kepler-690,0.531
551,Transit,,0.168,15.4580567,Kepler-628,0.749
552,Transit,,0.0313,386.370548,Kepler-1600,0.279
553,Transit,G6 V,0.03,10.91647,KOI-142,0.307
554,Transit,,0.0512,42.3514267,Kepler-1326,0.373
555,Transit,,0.0186,2.62811375,Kepler-621,0.205
556,Transit,,0.0101,101.951829,Kepler-1620,0.144
557,Transit,,0.00968,3.49082,Kepler-1699,0.14
558,Transit,,0.016,56.0560538,Kepler-705,0.188
559,Transit,,0.00642,4.48558383,Kepler-1646,0.11
560,Transit,,0.104,296.637865,Kepler-511,0.567
561,Transit,,0.0244,133.3036741,Kepler-1539,0.241
562,Transit,,0.0332,8.36086824,Kepler-742,0.289
563,Transit,G2,0.0104,384.843,Kepler-452,0.145
564,Transit,,0.0155,13.72465129,Kepler-654,0.185
565,Transit,,0.00809,5.03503,Kepler-164,0.126
566,Transit,,0.0101,12.27065865,Kepler-1448,0.144
567,Transit,,0.0343,13.4845,Kepler-79,0.31
568,Transit,,0.0415,7.381998,Kepler-150,0.329
569,Transit,,0.0352,35.622233,Kepler-1451,0.299
570,Transit,,0.0207,5.715442,Kepler-243,0.219
571,Transit,,0.0293,9.07097734,Kepler-623,0.269
572,Transit,,1.1,17.855182,KOI-12,1.23
573,Transit,,0.0094,3.05710069,Kepler-1592,0.137
574,Transit,,0.00459,35.23319,Kepler-438,0.1
575,Transit,,0.00714,16.934402,Kepler-354,0.117
576,Transit,,0.0821,220.1303357,KIC 5437945,0.492
577,Transit,,0.0345,5.868075,Kepler-207,0.295
578,Transit,,0.0249,10.945723,Kepler-164,0.244
579,Radial Velocity,G3IV/V,0.03321,9.6386,HD 160691,0.289
580,Radial Velocity,G5,0.443,280.17,HD 164509,1.28
581,Radial Velocity,K3 V,0.034,94.2,HD 219134,0.293
582,Transit,,0.0198,7.65880414,Kepler-574,0.213
583,Transit,,0.09408,38.9853,Kepler-9,0.721
584,Transit,,0.0313,76.732171,Kepler-146,0.279
585,Radial Velocity,G5,3.51,21.21663,HD 17156,1.1
586,Radial Velocity,K,3.4,5584.0,HAT-P-17,1.17
587,Transit,F8,8.7,5.6335158,HAT-P-2,0.951
588,Transit,K3,7.246,2.875317,HAT-P-20,0.867
589,Radial Velocity,G0 V,0.87,623.8,HD 17674,1.24
590,Radial Velocity,K0,0.15,110.9,HD 177830,0.702
591,Radial Velocity,G5 IV,0.081,14.479,HD 179079,0.488
592,Radial Velocity,G2 IV,3.57,3070.0,HD 183263,1.16
593,Transit,,0.0463,20.477912,Kepler-247,0.352
594,Transit,,1.49,27.9481449,Kepler-55,0.217
595,Radial Velocity,G0 IV,1.01,6.83776,HD 185269,1.23
596,Transit,,0.0302,41.02902,Kepler-33,0.398
597,Radial Velocity,M3.5 V,0.00887,1.467119,GJ 486,0.116
598,Transit,,0.56,2.7439004,HATS-44,1.067
599,Radial Velocity,F8 V,3.1,4885.0,HD 190984,1.17
600,Radial Velocity,G1 V,0.04122,5.75969,HD 10180,0.328
601,Transit,G3 V,0.022,14.175685,HD 108236,0.227
602,Radial Velocity,G5 V,3.46,1920.09998,HD 204313,1.17
603,Radial Velocity,G5 IV/V,0.1076,96.045,HD 206255,0.577
604,Radial Velocity,K9 V,0.36,663.2,HD 113538,1.18
605,Radial Velocity,G9 V CN+1,0.622,1945.0,HD 11964,1.26
606,Radial Velocity,K0 V,0.0168,13.8905,HD 20781,0.193
607,Transit,G0 V,0.0396,1.673833,K2-100,0.32
608,Transit,,0.0214,38.3774623,Kepler-672,0.223
609,Radial Velocity,K4 V,0.02,9.6737,HD 125595,0.214
610,Radial Velocity,G0 V,0.73,3.52474859,HD 209458,1.39
611,Radial Velocity,G2 V,1.42,649.0,HD 133131 A,1.21
612,Radial Velocity,G8 IV,2.39,380.7,HD 212771,1.18
613,Transit,,0.00606,7.122605,K2-279,0.108
614,Radial Velocity,K0,0.66,5000.0,HD 141399,1.25
615,Radial Velocity,G9 V,2.12,44.236,HD 147018,1.19
616,Radial Velocity,K0,2.75,428.5,HD 1502,1.18
617,Radial Velocity,K2 V,0.07,17.0431,HD 99492,0.448
618,Transit,,0.00377,19.53527,Kepler-1649,0.095
619,Radial Velocity,G0,0.99,194.3,HD 155358,1.23
620,Radial Velocity,G0,1.8,51.645,HD 74156,1.2
621,Transit,G2 V,0.86,3.20466,K2-238,1.3
622,Transit,,0.0299,7.055784,K2-204,0.272
623,Transit,,0.0162,8.269648,K2-215,0.189
624,Transit,F6 V,0.0157,3.58599,HR 858,0.186
625,Transit,M2.5 V,0.02807,32.939623,K2-18,0.211
626,Transit,G9 V,0.05978,20.88977,K2-24,0.482
627,Transit,M0.5 V,0.0123,20.523,K2-240,0.161
628,Transit,M0.5 V,0.0147,6.034,K2-240,0.178
629,Transit,,0.0393,14.074524,K2-217,0.319
630,Transit,,0.0225,11.137278,K2-219,0.23
631,Transit,,0.00961,4.47904,K2-224,0.139
632,Transit,,0.0214,13.841901,K2-231,0.223
633,Radial Velocity,M3 V,2.1,111.7,HIP 79431,1.19
634,Radial Velocity,K2 III,8.2,184.2,HIP 105854,1.12
635,Transit,,0.0321,41.474219,K2-186,0.283
636,Radial Velocity,K0.5 V,0.02026,24.451,HD 7924,0.216
637,Radial Velocity,G5,1.56,499.48,HIP 109384,1.21
638,Transit,K1,0.04,9.1205,HIP 116454,0.22
639,Radial Velocity,,1.42,345.72,HIP 5158,1.21
640,Radial Velocity,F8,2.03,227.0,HD 8574,1.19
641,Radial Velocity,K1 III,3.6,1270.0,HD 86950,1.16
642,Radial Velocity,G0,2.11,2166.0,HD 89307,1.19
643,Radial Velocity,G5V,0.057,49.77,HD 90156,0.395
644,Radial Velocity,G8/K0 IV,1.26,464.4,HD 95089,1.22
645,Transit,K1,0.09439,8.267704,K2-105,0.301
646,Transit,,0.0256,7.374694,K2-199,0.248
647,Transit,,0.18689,4.733999,K2-108,0.476
648,Radial Velocity,G8/K0 IV,0.44,439.29999,HD 99109,1.28
649,Transit,F6,0.0275,15.572098,HIP 41378,0.259
650,Radial Velocity,K5 V,0.011,58.43,HD 85512,0.153
651,Radial Velocity,K0,1.14,514.0,HD 96992,1.22
652,Radial Velocity,G6 V,1.27,362.5,HD 96063,1.22
653,Radial Velocity,K0 III/IV,1.964,433.8,HD 98219,1.2
654,Radial Velocity,K0,0.428,28.125,HIP 65407,1.28
655,Radial Velocity,M0.5 Ve,0.07205,17.818,HIP 48714,0.456
656,Radial Velocity,K5 V,0.02712,7.76,HIP 54373,0.256
657,Radial Velocity,G0 V,0.86,68.27,HD 109246,1.24
658,Radial Velocity,,15.04,9017.76,HIP 5158,1.09
659,Radial Velocity,K4 V,0.40902,32.03,HIP 57274,1.27
660,Radial Velocity,M1,0.05915,87.19,HIP 71135,0.406
661,Imaging,A2 V,9.0,,HIP 65426,1.5
662,Radial Velocity,G0V,2.27,302.79999,HR 810,1.19
663,Imaging,A5,10.0,69000.0,HR 8799,1.2
664,Transit,,1.85,11.391013,K2-114,0.952
665,Transit,,0.0218,7.727283,K2-119,0.226
666,Transit,,0.138,5.185761,K2-121,0.669
667,Transit,M0,0.00606,2.219282,K2-122,0.108
668,Transit,,0.022,50.92092,K2-118,0.227
669,Transit,,0.0275,6.413651,K2-124,0.259
670,Transit,M3 V,0.5,0.179715,K2-137,0.079
671,Radial Velocity,M0 V,0.04059,55.199,HIP 107772,0.325
672,Radial Velocity,K0,0.784,67.3,HIP 65407,1.24
673,Transit,G1 V,0.228,6.959503,HIP 67522,0.898
674,Transit,M3.0 V,0.01816,2.6446,K2-146,0.183
675,Transit,M1.0 V,0.0105,11.332,K2-149,0.146
676,Transit,G2,0.01664,5.3518,K2-111,0.162
677,Transit,M1.5 V,0.0147,11.02454,K2-133,0.179
678,Transit,M1.0 V,0.015,1.2916,K2-117,0.181
679,Radial Velocity,K2 V,3.5,1129.0,HD 108341,1.17
680,Transit,G8 V,0.01985,3.56004,K2-138,0.205
681,Transit,M0.0 V,0.0184,32.6479,K2-152,0.204
682,Transit,K7,0.0123,6.342,K2-155,0.161
683,Transit,,0.00371,0.365257,K2-157,0.094
684,Radial Velocity,G5,0.99,1624.0,HD 108874,1.23
685,Transit,,0.0259,18.294549,K2-206,0.249
686,Radial Velocity,,6.3,734.0,IC 4651 9122,1.14
687,Transit,M3.0 V,0.0147,7.51574,K2-153,0.178
688,Transit,,0.0334,17.355066,K2-164,0.29
689,Transit,,0.0236,14.101361,K2-165,0.236
690,Radial Velocity,K7 V,9.0,17337.5,HIP 70849,1.12
691,Radial Velocity,K1 III,2.4,822.3,HIP 74890,1.18
692,Transit,,0.398,11.168454,K2-232,1.0
693,Transit,,0.0209,6.673117,K2-163,0.22
694,Transit,K7,0.0176,17.96753,K2-17,0.199
695,Transit,,0.0104,4.09639,K2-254,0.145
696,Transit,,0.09722,6.771315,K2-27,0.4
697,Transit,,0.00705,0.77392,K2-187,0.116
698,Transit,,0.00352,8.239493,K2-129,0.093
699,Radial Velocity,K1 III,1.98,144.3,HIP 107773,1.19
700,Transit,,0.0322,3.705871,K2-160,0.284
701,Transit,K4 V,3.213,0.9809734,HIP 65 A,2.03
702,Transit,,0.0107,14.316941,K2-172,0.149
703,Transit,,0.0101,5.868699,K2-173,0.143
704,Transit,,0.00879,21.1284569,Kepler-1050,0.132
705,Transit,,0.0214,6.679195,K2-189,0.223
706,Transit,G9 V,0.08967,7.9194,K2-19,0.691
707,Transit,,0.0465,14.786889,K2-193,0.352
708,Transit,,0.0405,39.721386,K2-194,0.325
709,Transit,,0.0193,9.30075,K2-251,0.21
710,Transit,,0.0258,12.409,K2-249,0.249
711,Transit,,0.0131,3.225338,K2-199,0.167
712,Transit,,0.034,22.779878,K2-201,0.293
713,Transit,,0.00772,9.695101,K2-203,0.122
714,Radial Velocity,K0,5.69,1278.0,HD 99706,1.14
715,Transit,F9 V,1.236,2.1805577,K2-237,1.642
716,Transit,,0.0205,7.4500177,K2-198,0.218
717,Transit,K5 V,0.02517,2.1748,K2-216,0.156
718,Transit,,0.0198,15.387063,K2-222,0.213
719,Transit,,0.0216,5.172191,K2-179,0.224
720,Transit,,0.02319,45.2946,Kepler-10,0.207
721,Transit,F8,0.52,7.8457,KELT-6,1.3
722,Transit,F,1.39,2.73477,KELT-7,1.6
723,Transit,,27.23,1.217514,KELT-1,1.11
724,Transit,,0.00553,2.46050993,Kepler-1430,0.105
725,Transit,,0.00444,2.05333679,Kepler-1084,0.099
726,Transit,,0.12,1322.3,KIC 3558849,0.616
727,Transit,,0.0603,572.3847,KIC 9663113,0.41
728,Transit,,0.0148,24.94598,K2-243,0.179
729,Transit,M2.5 V,0.0176,5.840002,K2-264,0.199
730,Transit,M2.5 V,0.0239,19.660302,K2-264,0.238
731,Transit,,0.028,14.697,K2-266,0.261
732,Transit,,0.0288,3.334966,K2-278,0.266
733,Transit,,0.00982,8.05428,K2-68,0.141
734,Transit,,0.0239,28.67992,K2-7,0.238
735,Transit,,0.0178,3.280961,K2-275,0.2
736,Transit,,0.0263,4.169836,K2-282,0.252
737,Transit,,1.31,3.32944,KELT-15,1.74
738,Transit,,0.0233,62.1387714,Kepler-1023,0.235
739,Transit,,0.022,6.51389,K2-242,0.227
740,Transit,,0.0162,2.25021,K2-247,0.189
741,Transit,,0.0171,6.49424,K2-247,0.195
742,Transit,M0 V,0.0159,27.359,K2-286,0.187
743,Transit,,0.00403,5.577212,K2-72,0.096
744,Transit,,0.008,1.05979,K2-201,0.125
745,Transit,G3,0.0133,39.91488,K2-13,0.169
746,Transit,,0.018,12.42205,K2-159,0.202
747,Microlensing,,0.64,,KMT-2019-BLG-1953L,1.26
748,Transit,,,3.90512,KOI-217,1.11
749,Transit,K3,0.00738,7.06142,K2-233,0.119
750,Transit,,0.0343,9.21165,K2-290,0.273
751,Transit,,0.774,48.36685,K2-290,1.006
752,Transit,,0.02042,2.225177,K2-291,0.142
753,Transit,,0.0107,7.01,K2-318,0.148
754,Transit,G9 V,0.03807,20.66186,K2-32,0.244
755,Transit,G9 V,0.03241,31.7142,K2-32,0.292
756,Transit,,0.0232,1.995,K2-320,0.234
757,Transit,,0.04499,19.482,K2-266,0.244
758,Transit,,0.0187,19.5666,K2-74,0.206
759,Transit,,0.0171,8.52695,K2-166,0.195
760,Transit,,0.0148,19.0918,K2-80,0.179
761,Transit,,0.00869,5.605,K2-80,0.131
762,Transit,M4,0.0189,2.260455,K2-28,0.207
763,Transit,,0.141,9.726618,K2-87,0.678
764,Transit,G3 V,0.0252,6.42904,K2-37,0.245
765,Transit,,0.0203,2.198884,K2-43,0.216
766,Transit,,0.033,3.743208,KOI-94,0.153
767,Microlensing,,3.93,,KMT-2016-BLG-2364L,1.16
768,Transit,,0.0205,4.01457,K2-250,0.218
769,Transit,,0.0178,20.5065,K2-48,0.2
770,Transit,K7.5 V,0.0136,5.73594,K2-5,0.17
771,Transit,,0.044,2.849258,K2-55,0.341
772,Transit,,0.0225,28.482786,K2-195,0.23
773,Transit,,0.0397,48.324222,K2-196,0.321
774,Transit,,0.0514,17.0428683,K2-198,0.374
775,Radial Velocity,G5 IV/V,1.525,778.51,HD 48265,1.21
776,Transit,,0.00944,35.3331,Kepler-100,0.144
777,Transit,,0.00654,2.74697,K2-83,0.111
778,Transit,,0.0519,29.198943,Kepler-149,0.376
779,Transit,G7 IV/V,0.223,11.63344,K2-261,0.85
780,Transit,,0.00317,0.684533,K2-85,0.09
781,Transit,M2.5 V,0.0179,18.4498,K2-9,0.201
782,Transit,,0.0201,6.4215,K2-84,0.215
783,Transit,G0 V,0.679,4.1662739,KELT-10,1.399
784,Microlensing,,0.71,,KMT-2017-BLG-1146L,1.25
785,Transit,,0.48,8.406726,K2-97,0.947
786,Transit,G8/K0 IV,0.171,4.7361,KELT-11,1.35
787,Transit,,0.0198,13.683256,K2-220,0.213
788,Transit,,0.00053,1.096026,K2-89,0.055
789,Transit,,0.0317,14.30511983,Kepler-1001,0.281
790,Transit,,0.106,440.7813,KIC 5437945,0.571
791,Transit,G3 IV,0.16,3.4876812,Kepler-101,0.51
792,Transit,,0.0133,31.6372,K2-47,0.169
793,Transit,,0.0214,30.94191,K2-6,0.223
794,Microlensing,M,0.348,,KMT-2018-BLG-1990L,1.16
795,Microlensing,,15.49,,KMT-2016-BLG-2142L,1.09
796,Transit,,0.031,15.9654,Kepler-103,0.301
797,Transit,,0.06702,5.06963,K2-66,0.222
798,Transit,,0.0271,59.73667,KOI-351,0.256
799,Transit,F,0.902,2.9895932,KELT-4 A,1.699
800,Transit,,0.11,54.32031,KOI-94,0.585
801,Radial Velocity,M2.0V,0.022,121.54,Kapteyn,0.227
802,Transit,,1.93,141.241671,KOI-3680,0.99
803,Transit,,0.008,14.435889,Kepler-127,0.125
804,Transit,,0.0184,94.2887577,Kepler-1227,0.204
805,Transit,,0.0108,22.12679948,Kepler-1480,0.149
806,Transit,,0.00819,6.98152703,Kepler-1274,0.127
807,Transit,,0.00879,3.65691115,Kepler-1275,0.132
808,Transit,,0.0125,8.67900242,Kepler-1262,0.162
809,Transit,,0.00909,16.5861762,Kepler-1491,0.135
810,Transit,,0.0101,55.328328,Kepler-149,0.144
811,Transit,,0.0195,15.79186,Kepler-129,0.211
812,Transit,,0.00606,0.66407381,Kepler-1284,0.108
813,Transit,,0.00254,3.27346074,Kepler-1049,0.085
814,Transit,,0.0361,25.96200249,Kepler-1051,0.303
815,Transit,,0.00137,6.14727918,Kepler-1076,0.071
816,Transit,,0.0104,13.24503188,Kepler-1079,0.145
817,Transit,,0.0354,14.08827448,Kepler-1057,0.3
818,Transit,,0.0422,3.60930891,Kepler-1065,0.333
819,Transit,,0.0403,16.92344113,Kepler-1068,0.324
820,Transit,,0.01,23.8990296,Kepler-1069,0.143
821,Transit,,0.0264,2.16845259,Kepler-1099,0.252
822,Transit,,0.0238,51.3285623,Kepler-1102,0.237
823,Transit,,0.0157,201.1214,Kepler-1040,0.186
824,Transit,,0.0247,110.96546,Kepler-1058,0.243
825,Transit,,0.00137,0.76212926,Kepler-1067,0.071
826,Transit,,0.02954,4.901452,Kepler-107,0.142
827,Transit,,0.0066,5.94566534,Kepler-1074,0.112
828,Transit,,0.0134,3.00725242,Kepler-1078,0.17
829,Transit,,0.0142,89.722292,Kepler-1093,0.175
830,Transit,,0.021,81.3151059,Kepler-1101,0.22
831,Transit,,0.00982,3.341815,Kepler-111,0.141
832,Transit,,0.132,224.784608,Kepler-111,0.651
833,Transit,,0.0106,1.25275217,Kepler-1106,0.147
834,Transit,,0.0182,19.79191978,Kepler-1103,0.203
835,Transit,,0.0148,4.42157218,Kepler-1105,0.179
836,Transit,,0.00742,0.57103852,Kepler-1107,0.12
837,Transit,,0.00859,4.51005748,Kepler-1108,0.13
838,Transit,,0.0111,23.5540725,Kepler-1115,0.152
839,Transit,,0.0137,8.3265153,Kepler-1119,0.171
840,Transit,,0.0057,0.81316672,Kepler-1139,0.106
841,Transit,,0.0015,2.34451194,Kepler-1141,0.073
842,Transit,,0.00869,18.3027248,Kepler-1142,0.131
843,Transit,M0 V,0.009,8.041,Kepler-114,0.143
844,Transit,,0.0152,42.1917357,Kepler-1122,0.182
845,Transit,,0.0108,2.88890485,Kepler-1143,0.149
846,Transit,,0.0176,16.07677615,Kepler-1186,0.199
847,Transit,,0.0186,4.973456,Kepler-156,0.205
848,Transit,,0.00201,3.03195744,Kepler-1560,0.079
849,Transit,,0.0388,64.2737752,Kepler-1562,0.317
850,Transit,,0.0178,13.5405,Kepler-157,0.2
851,Transit,,0.0201,11.17394617,Kepler-1182,0.215
852,Transit,,0.0241,53.5991044,Kepler-1184,0.239
853,Transit,,0.00909,25.369116,Kepler-1209,0.135
854,Transit,,0.00869,7.6847716,Kepler-1198,0.131
855,Transit,,0.00245,5.49548621,Kepler-1572,0.084
856,Transit,,0.00588,2.6157554,Kepler-1573,0.107
857,Transit,,0.0245,9.95661537,Kepler-1230,0.242
858,Transit,,0.0164,12.94130146,Kepler-1212,0.191
859,Transit,,0.00951,9.99113313,Kepler-1254,0.138
860,Transit,,0.00829,0.66308526,Kepler-1259,0.128
861,Transit,,0.0092,10.495711,Kepler-126,0.136
862,Transit,,0.0119,82.294751,Kepler-1489,0.158
863,Transit,,0.0194,18.82634264,Kepler-1214,0.211
864,Transit,,0.0258,12.56093,Kepler-150,0.249
865,Transit,,0.00588,15.0330105,Kepler-1500,0.107
866,Transit,,0.0398,4.180043,Kepler-148,0.321
867,Transit,,0.0106,5.3227406,Kepler-1530,0.147
868,Transit,,0.00899,3.93276465,Kepler-154,0.134
869,Transit,,0.016,30.4549136,Kepler-1484,0.188
870,Transit,,0.125,240.7989397,Kepler-1519,0.63
871,Transit,,0.00752,1.09366356,Kepler-1532,0.12
872,Transit,,0.208,214.3114164,Kepler-1515,0.852
873,Transit,,0.00859,7.02573474,Kepler-157,0.13
874,Transit,,0.0305,14.00640607,Kepler-476,0.275
875,Transit,,0.0245,13.2217576,Kepler-478,0.242
876,Transit,,0.0175,64.6588017,Kepler-1496,0.198
877,Transit,,0.0107,8.74199772,Kepler-1497,0.148
878,Transit,,0.216,5.54608367,Kepler-1517,0.871
879,Transit,,0.0109,5.79180156,Kepler-1569,0.15
880,Transit,,0.0092,3.38555488,Kepler-1571,0.136
881,Transit,,0.00669,39.859484,Kepler-1440,0.112
882,Transit,,0.00606,6.178196,Kepler-132,0.108
883,Transit,,0.0101,0.96286738,Kepler-1322,0.144
884,Transit,,0.0201,24.4002549,Kepler-1337,0.215
885,Transit,,0.0322,41.7083629,Kepler-1502,0.284
886,Transit,,0.00829,8.83922659,Kepler-1302,0.128
887,Transit,,0.0109,23.2382792,Kepler-1511,0.15
888,Transit,,0.00624,2.53573424,Kepler-1311,0.109
889,Transit,,0.0101,13.3997099,Kepler-1584,0.144
890,Transit,,0.0324,115.6862258,Kepler-1294,0.285
891,Transit,,0.00274,1.68189002,Kepler-1297,0.087
892,Transit,,0.00714,7.12811928,Kepler-1298,0.117
893,Transit,,0.026,25.5169,Kepler-131,0.075
894,Transit,,0.0386,87.9732136,Kepler-1316,0.316
895,Transit,,0.00849,6.26406846,Kepler-1335,0.129
896,Transit,,0.00352,6.98471973,Kepler-1576,0.093
897,Transit,,0.0298,92.4362973,Kepler-1490,0.271
898,Transit,,0.00553,20.35972599,Kepler-1512,0.105
899,Transit,,0.00227,0.93511806,Kepler-1338,0.082
900,Transit,,0.0092,0.92990668,Kepler-1323,0.136
901,Transit,,0.00733,48.051405,Kepler-1498,0.119
902,Transit,,0.0057,44.2008,Kepler-1499,0.106
903,Transit,,0.0266,31.517586,Kepler-133,0.253
904,Transit,,0.0112,5.77721211,Kepler-1336,0.153
905,Transit,,0.00669,10.105785,Kepler-134,0.112
906,Transit,,0.00859,1.28958811,Kepler-1355,0.13
907,Transit,,0.17,160.88465087,Kepler-1513,0.755
908,Transit,,0.0127,20.2641684,Kepler-1370,0.164
909,Transit,,0.0361,40.5286413,Kepler-1360,0.303
910,Transit,,0.00227,1.57409027,Kepler-1367,0.082
911,Transit,,0.0179,25.3842686,Kepler-1381,0.201
912,Transit,,0.00809,13.9093583,Kepler-1383,0.126
913,Transit,,0.00062,2.00541269,Kepler-1371,0.057
914,Transit,,0.00521,1.29123275,Kepler-1373,0.103
915,Transit,,0.0113,47.449955,Kepler-1397,0.153
916,Transit,,0.00651,6.73972381,Kepler-1386,0.111
917,Transit,,0.0043,11.62905828,Kepler-1406,0.098
918,Transit,,0.0275,198.088774,Kepler-1554,0.259
919,Transit,,0.0315,364.758031,Kepler-1536,0.28
920,Transit,,0.00687,6.69960006,Kepler-1420,0.114
921,Transit,,0.012,168.811174,Kepler-1544,0.159
922,Transit,,0.00474,6.30560247,Kepler-1577,0.101
923,Transit,,0.012,60.866168,Kepler-1410,0.159
